sentence_id	token_id	token	surprisal
87	10	other	6.56447
87	11	moves	8.2305
87	12	improve	13.4885
87	13	.	8.982
88	1	When	11.0272
88	2	the	3.72189
88	3	chauffeur	14.4943
88	4	parks	13.6135
88	5	the	2.45307
88	6	car	6.1794
88	7	leaking	14.5603
88	8	oil	9.12041
88	9	and	2.83823
88	10	other	3.4479
88	11	UNK-LC-s	3.29424
88	12	stalls	15.09
88	13	.	3.21976
89	1	As	4.2959
89	2	the	2.68447
89	3	driver	9.70742
89	4	shifted	10.0654
89	5	the	4.72053
89	6	UNK-LC-s	4.78113
89	7	lacking	14.2802
89	8	UNK-LC-ion	7.69363
89	9	and	2.81642
89	10	proper	9.92492
89	11	care	8.45412
89	12	broke	14.5763
89	13	.	0.858111
90	1	UNK-INITC-KNOWNLC-er	8.08462
90	2	the	6.17073
90	3	children	6.98199
90	4	ride	9.68507
90	5	the	3.22712
90	6	horse	7.37748
90	7	taking	13.2241
90	8	medication	12.9378
90	9	for	3.56576
90	10	its	5.24222
90	11	UNK-LC-er	6.6006
90	12	bucks	11.3893
90	13	.	0.624156
91	1	Because	6.14918
91	2	the	2.36901
91	3	students	10.5897
91	4	observed	10.9694
91	5	the	2.63469
91	6	UNK-LC	5.07085
91	7	UNK-LC-ing	7.48875
91	8	balance	9.89304
91	9	in	3.52758
91	10	the	1.30564
91	11	classroom	8.67728
91	12	UNK-LC-ed	8.97375
91	13	.	9.5359
92	1	UNK-INITC-KNOWNLC-er	8.08462
92	2	the	6.17073
92	3	crew	10.6896
92	4	films	13.5764
92	5	the	2.42661
92	6	bear	11.9618
92	7	catching	14.9993
92	8	salmon	14.3271
92	9	in	3.06883
92	10	the	1.37808
92	11	stream	11.6291
92	12	leaves	14.5246
92	13	.	3.91788
93	1	When	11.0272
93	2	the	3.72189
93	3	boys	10.3351
93	4	struck	8.12993
93	5	the	3.53442
93	6	dog	9.26094
93	7	guarding	16.1072
93	8	the	2.93401
93	9	house	5.87858
93	10	from	4.74229
93	11	possible	9.79353
93	12	UNK-LC-s	4.99214
93	13	UNK-LC	7.30921
93	14	.	2.41529
94	1	While	5.62021
94	2	the	1.39944
94	3	boy	10.821
94	4	standing	12.9887
94	5	UNK-LC-ly	4.91922
94	6	by	4.49027
94	7	the	2.02863
94	8	doorway	9.76452
94	9	UNK-LC-ed	8.20633
94	10	himself	8.89075
94	11	the	5.61164
94	12	dog	8.2065
94	13	UNK-LC-ed	7.25128
94	14	.	3.24978
95	1	If	5.29831
95	2	the	1.44133
95	3	clerk	11.1115
95	4	searching	12.0758
95	5	UNK-LC-ly	6.61791
95	6	in	3.18703
95	7	the	1.49903
95	8	shelves	11.6906
95	9	UNK-LC-s	11.9291
95	10	something	10.3663
95	11	the	5.50767
95	12	customer	7.42051
95	13	complains	9.9436
95	14	.	9.56863
96	1	As	4.2959
96	2	the	2.68447
96	3	doctor	9.22723
96	4	standing	11.3489
96	5	UNK-LC-ly	6.39567
96	6	by	3.8518
96	7	the	1.46026
96	8	UNK-LC	4.47784
96	9	UNK-LC-ed	6.41363
96	10	the	3.73296
96	11	nurse	11.1097
96	12	the	7.47937
96	13	student	10.8153
96	14	listened	17.3757
96	15	.	3.45472
97	1	While	5.62021
97	2	the	1.39944
97	3	girls	10.2563
97	4	attending	12.4699
97	5	camp	11.9893
97	6	for	4.31951
97	7	the	1.60237
97	8	summer	6.80155
97	9	UNK-LC-ed	7.43931
97	10	the	2.41924
97	11	boys	11.3322
97	12	the	5.94238
97	13	kids	9.1324
97	14	watched	9.497
97	15	.	8.21526
98	1	When	11.0272
98	2	the	3.72189
98	3	worker	9.53978
98	4	wearing	13.7793
98	5	UNK-LC-s	5.21207
98	6	over	5.73939
98	7	his	3.31538
98	8	shirt	11.1292
98	9	moved	12.4075
98	10	the	4.53408
98	11	UNK-LC-s	4.64839
98	12	the	6.49731
98	13	boxes	12.8824
98	14	fell	14.7733
98	15	.	1.0867
99	1	As	4.2959
99	2	the	2.68447
99	3	author	7.6652
99	4	studying	12.243
99	5	UNK-INITC	6.65117
99	6	in	4.18484
99	7	ancient	14.713
99	8	times	9.27982
99	9	wrote	15.7048
99	10	the	6.05983
99	11	essay	11.4251
99	12	the	6.56756
99	13	book	7.23872
99	14	grew	8.25894
99	15	.	3.00376
100	1	As	4.2959
100	2	the	2.68447
100	3	people	7.23161
100	4	paying	9.91519
100	5	attention	8.03995
100	6	to	2.34923
100	7	the	1.3113
100	8	information	7.71737
100	9	watched	10.2097
100	10	the	1.98334
100	11	screen	7.80408
100	12	the	7.27981
100	13	show	7.05364
100	14	stopped	9.46325
100	15	.	7.23309
101	1	UNK-INITC-KNOWNLC-er	8.08462
101	2	the	6.17073
101	3	children	6.98199
101	4	screaming	12.3884
101	5	UNK-LC-ly	7.28644
101	6	to	3.51197
101	7	get	5.23816
101	8	attention	7.62874
101	9	leave	12.0861
101	10	the	3.99959
101	11	house	5.47735
101	12	the	6.80328
101	13	dog	9.41819
101	14	UNK-LC-s	4.69752
101	15	.	2.32161
102	1	When	11.0272
102	2	the	3.72189
102	3	aunt	11.7549
102	4	attending	10.0291
102	5	UNK-LC	6.58686
102	6	school	7.13313
102	7	in	3.06961
102	8	the	2.28388
102	9	country	4.2582
102	10	visits	12.8096
102	11	family	10.2904
102	12	the	6.72244
102	13	cousins	14.1535
102	14	talk	14.4306
102	15	.	2.66225
103	1	When	11.0272
103	2	the	3.72189
103	3	maid	10.2579
103	4	carrying	12.3799
103	5	UNK-LC-s	5.17728
103	6	and	2.53647
103	7	other	5.25778
103	8	items	8.09665
103	9	packs	12.2981
103	10	for	5.60334
103	11	vacation	8.95777
103	12	the	11.9305
103	13	bag	11.3954
103	14	breaks	12.2542
103	15	.	3.50133
104	1	If	5.29831
104	2	the	1.44133
104	3	UNK-LC	5.31453
104	4	carrying	11.7173
104	5	grease	13.8086
104	6	and	3.68871
104	7	other	5.79816
104	8	items	5.8381
104	9	turns	14.0614
104	10	the	3.10846
104	11	key	6.68814
104	12	the	5.99472
104	13	UNK-LC	4.68587
104	14	sticks	11.6527
104	15	.	2.41035
105	1	Because	6.14918
105	2	the	2.36901
105	3	kids	9.67728
105	4	delivering	12.808
105	5	papers	10.5623
105	6	to	2.87535
105	7	the	1.99839
105	8	principal	10.6917
105	9	UNK-LC-ed	7.43589
105	10	the	2.58764
105	11	principal	9.23222
105	12	the	11.2526
105	13	student	10.5151
105	14	yelled	13.0073
105	15	.	5.65247
106	1	When	11.0272
106	2	the	3.72189
106	3	UNK-LC-s	5.54848
106	4	hunting	13.5153
106	5	quietly	11.0835
106	6	in	2.6985
106	7	the	1.89334
106	8	field	5.04362
106	9	meet	11.9663
106	10	the	1.83611
106	11	UNK-LC	4.27772
106	12	the	11.9581
106	13	UNK-LC	4.28243
106	14	UNK-LC-s	6.17999
106	15	.	4.60119
107	1	As	4.2959
107	2	the	2.68447
107	3	lawyers	7.77182
107	4	defending	13.0149
107	5	clients	7.42439
107	6	against	5.4268
107	7	fraud	8.21564
107	8	cases	8.12477
107	9	studied	10.5422
107	10	the	1.65173
107	11	trial	6.86676
107	12	the	8.71802
107	13	case	4.9394
107	14	languished	15.9786
107	15	.	4.6065
108	1	While	5.62021
108	2	the	1.39944
108	3	UNK-LC-s	5.5258
108	4	breathing	11.7891
108	5	deeply	7.61538
108	6	and	5.08033
108	7	very	6.37854
108	8	UNK-LC-ly	3.30834
108	9	searched	15.6164
108	10	the	5.20144
108	11	ship	10.0176
108	12	the	6.70729
108	13	river	8.38769
108	14	rose	8.17764
108	15	.	1.97271
109	1	As	4.2959
109	2	the	2.68447
109	3	actors	10.2286
109	4	including	9.82752
109	5	UNK-INITC	4.33314
109	6	and	3.24341
109	7	other	4.36503
109	8	stars	11.0492
109	9	UNK-LC-ed	5.24434
109	10	the	3.39553
109	11	critical	8.41281
109	12	scene	7.90915
109	13	the	6.44164
109	14	play	8.95026
109	15	improved	9.89408
109	16	.	2.81693
110	1	If	5.29831
110	2	the	1.44133
110	3	heir	11.7142
110	4	awaiting	12.1461
110	5	notice	8.50538
110	6	of	1.27158
110	7	the	1.06704
110	8	death	7.16372
110	9	refuses	16.483
110	10	the	6.34656
110	11	fortune	13.314
110	12	the	6.16595
110	13	money	7.47054
110	14	doubles	12.9872
110	15	.	2.81534
111	1	When	11.0272
111	2	the	3.72189
111	3	people	8.46317
111	4	seeking	11.6178
111	5	UNK-LC-s	6.14376
111	6	at	3.97051
111	7	the	1.21033
111	8	party	7.59784
111	9	notice	13.5521
111	10	his	6.40698
111	11	UNK-LC	4.16583
111	12	the	10.8038
111	13	actor	10.5917
111	14	UNK-LC-s	6.72472
111	15	.	1.83137
112	1	When	11.0272
112	2	the	3.72189
112	3	UNK-LC	5.95236
112	4	carrying	12.2761
112	5	UNK-LC-s	4.40263
112	6	and	4.19792
112	7	other	9.77658
112	8	objects	12.6144
112	9	tries	15.5358
112	10	to	0.24807
112	11	UNK-LC	3.7378
112	12	five	9.79702
112	13	objects	13.3029
112	14	the	10.3053
112	15	UNK-LC-s	5.89081
112	16	tumble	12.2767
112	17	.	8.8879
113	1	When	11.0272
113	2	the	3.72189
113	3	band	12.2249
113	4	playing	8.94654
113	5	songs	11.1858
113	6	for	7.3203
113	7	the	2.42526
113	8	guests	10.068
113	9	left	8.6175
113	10	the	2.16899
113	11	town	6.74289
113	12	the	5.42467
113	13	hotel	8.18768
113	14	closed	12.7423
113	15	.	1.61468
114	1	When	11.0272
114	2	the	3.72189
114	3	UNK-INITC-s	7.90323
114	4	seeking	11.2699
114	5	UNK-LC	6.59111
114	6	to	3.25854
114	7	build	5.46592
114	8	reactors	12.6797
114	9	invaded	13.7163
114	10	Earth	8.73601
114	11	the	5.24486
114	12	town	7.0874
114	13	disappeared	14.7776
114	14	.	3.91749
115	1	While	5.62021
115	2	the	1.39944
115	3	guests	9.83427
115	4	UNK-LC-ing	9.73353
115	5	UNK-LC-s	5.6189
115	6	and	3.55551
115	7	other	3.72452
115	8	fruit	7.9117
115	9	ate	13.3721
115	10	the	4.27594
115	11	pie	10.7079
115	12	the	9.27319
115	13	UNK-LC	4.531
115	14	collapsed	7.28626
115	15	.	0.894434
116	1	When	11.0272
116	2	the	3.72189
116	3	men	10.5543
116	4	walking	13.3598
116	5	quietly	8.79973
116	6	in	2.53325
116	7	the	2.07046
116	8	forest	8.44178
116	9	hunt	11.3723
116	10	the	5.68024
116	11	UNK-LC	4.57085
116	12	the	6.33846
116	13	birds	9.8923
116	14	UNK-LC-er	8.6354
116	15	.	1.13972
117	1	UNK-INITC-KNOWNLC-er	8.08462
117	2	the	6.17073
117	3	officers	10.1808
117	4	learning	10.7215
117	5	wilderness	12.4216
117	6	skills	11.9977
117	7	for	4.55577
117	8	the	1.71906
117	9	war	7.026
117	10	lead	14.0858
117	11	the	6.70757
117	12	dogs	9.46392
117	13	the	10.7648
117	14	troops	11.0303
117	15	follow	11.1776
117	16	.	10.557
118	1	If	5.29831
118	2	the	1.44133
118	3	UNK-LC-s	5.42453
118	4	planning	12.084
118	5	jumps	11.906
118	6	and	4.7222
118	7	other	7.50814
118	8	moves	8.47069
118	9	practice	15.3292
118	10	their	4.4483
118	11	parts	8.93303
118	12	the	6.2218
118	13	cheers	11.8331
118	14	improve	10.3886
118	15	.	2.40888
119	1	When	11.0272
119	2	the	3.72189
119	3	chauffeur	14.4943
119	4	driving	11.8088
119	5	carefully	10.8825
119	6	to	2.45584
119	7	the	1.58862
119	8	event	8.15317
119	9	parks	14.0467
119	10	behind	6.66174
119	11	the	1.21071
119	12	hotel	8.09723
119	13	the	7.83071
119	14	car	7.91363
119	15	stalls	15.5736
119	16	.	10.1191
120	1	As	4.2959
120	2	the	2.68447
120	3	driver	9.70742
120	4	lacking	13.7175
120	5	UNK-LC	6.14345
120	6	and	3.7756
120	7	proper	10.7587
120	8	care	6.99676
120	9	shifted	12.7391
120	10	out	3.44611
120	11	of	0.817637
120	12	second	9.66635
120	13	the	10.2761
120	14	UNK-LC-s	4.26658
120	15	broke	13.2067
120	16	.	8.02116
121	1	UNK-INITC-KNOWNLC-er	8.08462
121	2	the	6.17073
121	3	children	6.98199
121	4	taking	10.2015
121	5	medication	10.6307
121	6	for	3.74601
121	7	their	4.15423
121	8	UNK-LC	4.54545
121	9	ride	11.1442
121	10	the	6.32946
121	11	UNK-LC-y	5.72473
121	12	the	10.4669
121	13	horse	9.94489
121	14	bucks	12.8249
121	15	.	0.719157
122	1	Because	6.14918
122	2	the	2.36901
122	3	students	10.5897
122	4	visiting	10.6027
122	5	college	9.5399
122	6	in	4.07127
122	7	the	1.42083
122	8	spring	6.79027
122	9	observed	12.0977
122	10	the	3.01943
122	11	newcomer	13.4004
122	12	the	12.053
122	13	UNK-LC	4.90982
122	14	UNK-LC-ed	6.51297
122	15	.	8.43106
123	1	UNK-INITC-KNOWNLC-er	8.08462
123	2	the	6.17073
123	3	crew	10.6896
123	4	documenting	13.0365
123	5	wildlife	11.2111
123	6	by	4.70471
123	7	the	2.61212
123	8	stream	10.5198
123	9	films	15.0252
123	10	the	5.41031
123	11	river	7.55995
123	12	the	7.55644
123	13	bear	13.8914
123	14	leaves	12.0278
123	15	.	0.54734
